SMILES,nAtom,nAromBond,nAtomLAC,LipinskiFailures,ALogp2,nHBDon,ALogP,naAromAtom,nAtomLC,nAtomP,MLogP,nRotB,AMR,XLogP,nB
InChI%3D1S%2FC9H17N5S%2Fc1-5-10-7-12-8%2811-6%282%293%2914-9%2813-7%2915-4%2Fh6H%2C5H2%2C1-4H3%2C%28H2%2C10%2C11%2C12%2C13%2C14%29,32.0,0.0,2.0,0.0,0.565504014492035,2.0,0.751999974250793,0.0,4.0,8.0,1.78999996185303,3.0,61.7948989868164,2.24799990653992,15.0
InChI%3D1S%2FC14H20ClNO2%2Fc1-4-11-7-6-8-12%285-2%2914%2811%2916%2810-18-3%2913%2817%299-15%2Fh6-8H%2C4-5%2C9-10H2%2C1-3H3,38.0,6.0,2.0,0.0,0.196160405874252,,1.04059994220734,6.0,8.0,9.0,2.55999994277954,7.0,143.097305297852,2.22199988365173,18.0
InChI%3D1S%2FC17H20N2O3%2Fc1-12%282%2922-17%2820%2919-18-15-11-14%289-10-16%2815%2921-3%2913-7-5-4-6-8-13%2Fh4-12%2C18H%2C1-3H3%2C%28H%2C19%2C20%29,42.0,12.0,0.0,1.0,0.00242064008489251,,0.0491999983787537,12.0,8.0,18.0,2.77999997138977,6.0,35.638801574707,7.14900016784668,23.0
InChI%3D1S%2FC12H21N2O3PS%2Fc1-6-15-18%2819%2C16-7-2%2917-11-8-10%285%2913-12%2814-11%299%283%294%2Fh8-9H%2C6-7H2%2C1-5H3,19.0,0.0,0.0,0.0,0.0244922507554293,,-0.156499996781349,0.0,1.0,0.0,1.89999997615814,1.0,31.7752990722656,2.0239999294281,8.0
InChI%3D1S%2FC8H6Cl2O3%2Fc1-13-7-5%2810%293-2-4%289%296%287%298%2811%2912%2Fh2-3H%2C1H3%2C%28H%2C11%2C12%29,19.0,6.0,0.0,0.0,,,1.20679998397827,6.0,2.0,10.0,1.78999996185303,2.0,,1.74300003051758,13.0
InChI%3D1S%2FC6H3Cl4N%2Fc7-5-3-1-2-4%2811-5%296%288%2C9%2910%2Fh1-3H,29.0,0.0,9.0,0.0,3.42249989509583,,-1.85000002384186,0.0,13.0,3.0,2.00999999046326,8.0,61.560001373291,1.71300005912781,12.0
InChI%3D1S%2FC14H14IN5O6S.Na%2Fc1-7-16-12%2819-14%2817-7%2926-3%2918-13%2822%2920-27%2823%2C24%2910-6-8%2815%294-5-9%2810%2911%2821%2925-2%3B%2Fh4-6H%2C1-3H3%2C%28H2%2C16%2C17%2C18%2C19%2C20%2C22%29%3B%2Fq%3B%2B1%2Fp-1,41.0,6.0,0.0,1.0,,,,6.0,7.0,23.0,1.46000003814697,6.0,,1.86199998855591,28.0
InChI%3D1S%2FC49H74NO13.C7H6O2%2Fc1-12-26%282%2944-29%285%2918-19-48%2863-44%2924-35-21-34%2862-48%2917-16-28%284%2943%2827%283%2914-13-15-33-25-56-46-42%2851%2930%286%2920-36%2847%2852%2959-35%2949%2833%2C46%2953%2960-40-23-38%2855-11%2945%2832%288%2958-40%2961-39-22-37%2854-10%2941%2850-9%2931%287%2957-39%3B8-7%289%296-4-2-1-3-5-6%2Fh13-16%2C18-20%2C26-27%2C29%2C31-32%2C34-46%2C51%2C53H%2C12%2C17%2C21-25H2%2C1-11H3%3B1-5H%2C%28H%2C8%2C9%29%2Fq%2B1%3B%2Fp-1,154.0,6.0,4.0,1.0,0.26112100481987,,-0.510999977588654,6.0,4.0,9.0,5.8600001335144,10.0,260.960998535156,3.54999995231628,78.0
InChI%3D1S%2FCH2N2%2Fc2-1-3%2Fh2H2,12.0,0.0,4.0,0.0,0.094249002635479,1.0,-0.307000011205673,0.0,6.0,2.0,1.67999994754791,0.0,23.117000579834,-0.879999995231628,5.0
InChI%3D1S%2FC13H13ClN4O2S%2Fc1-9-4-6-10%287-5-9%2912-13%2814%2916-11%288-15%2918%2812%2921%2819%2C20%2917%282%293%2Fh4-7H%2C1-3H3,35.0,6.0,0.0,0.0,0.830285429954529,,0.911199986934662,6.0,6.0,16.0,2.00999999046326,3.0,84.6510009765625,1.32500004768372,22.0
InChI%3D1S%2FC12H13NO2S%2Fc1-9-11%2816-8-7-15-9%2912%2814%2913-10-5-3-2-4-6-10%2Fh2-6H%2C7-8H2%2C1H3%2C%28H%2C13%2C14%29,29.0,6.0,0.0,0.0,0.153507232666016,,0.391799986362457,6.0,3.0,12.0,2.33999991416931,2.0,,3.7739999294281,17.0
InChI%3D1S%2FC22H19Cl2NO3%2Fc1-22%282%2917%2812-19%2823%2924%2920%2822%2921%2826%2928-18%2813-25%2914-7-6-10-16%2811-14%2927-15-8-4-3-5-9-15%2Fh3-12%2C17-18%2C20H%2C1-2H3,17.0,6.0,0.0,0.0,2.95599246025085,,1.71930003166199,6.0,2.0,11.0,1.57000005245209,1.0,59.0901985168457,6.90899991989136,11.0
InChI%3D1S%2FC17H20N6O7S%2Fc1-23%282%2915%2825%2911-6-5-10%2818-9-24%297-12%2811%2931%2827%2C28%2922-17%2826%2921-16-19-13%2829-3%298-14%2820-16%2930-4%2Fh5-9H%2C1-4H3%2C%28H%2C18%2C24%29%28H2%2C19%2C20%2C21%2C22%2C26%29,54.0,12.0,3.0,0.0,0.18326960504055,,0.428099989891052,12.0,7.0,9.0,3.44000005722046,8.0,106.813201904297,2.96399998664856,28.0
InChI%3D1S%2FC12H23NO3%2Fc1-3-10%282%2916-12%2815%2913-8-5-4-6-11%2813%297-9-14%2Fh10-11%2C14H%2C3-9H2%2C1-2H3,39.0,0.0,4.0,0.0,3.83885645866394,1.0,-1.95930004119873,0.0,7.0,4.0,2.33999991416931,6.0,53.9329986572266,1.81400001049042,16.0
InChI%3D1S%2FC13H11ClN2O4S.Na%2Fc1-19-9-6-10%2820-2%2916-13%2815-9%2921-8-5-3-4-7%2814%2911%288%2912%2817%2918%3B%2Fh3-6H%2C1-2H3%2C%28H%2C17%2C18%29%3B%2Fq%3B%2B1%2Fp-1,32.0,12.0,0.0,0.0,,,,12.0,2.0,9.0,1.89999997615814,5.0,,2.07200002670288,22.0
InChI%3D1S%2FC10H20NO4PS%2Fc1-6-11-16%2817%2C13-5%2915-9%284%297-10%2812%2914-8%282%293%2Fh7-8H%2C6H2%2C1-5H3%2C%28H%2C11%2C17%29,37.0,0.0,4.0,0.0,,,,0.0,17.0,10.0,1.78999996185303,8.0,,3.10400009155273,16.0
InChI%3D1S%2FC18H35NO2%2Fc1-6-12-19%287-2%2913-16-14-20-18%2821-16%2910-8-15%289-11-18%2917%283%2C4%295%2Fh15-16H%2C6-14H2%2C1-5H3,44.0,6.0,3.0,0.0,6.57358312606812,0.0,2.56389999389648,6.0,5.0,12.0,2.67000007629395,3.0,93.1490020751953,2.43300008773804,22.0
InChI%3D1S%2FC12H18N4O6S%2Fc1-3-5-14%286-4-2%2912-10%2815%2817%2918%297-9%2823%2813%2C21%2922%298-11%2812%2916%2819%2920%2Fh7-8H%2C3-6H2%2C1-2H3%2C%28H2%2C13%2C21%2C22%29,43.0,0.0,2.0,0.0,,,0.305099993944168,0.0,5.0,8.0,2.33999991416931,4.0,,-2.71099996566772,26.0
InChI%3D1S%2FC14H13F4N3O2S%2Fc1-8%282%2921%2810-5-3-9%2815%294-6-10%2911%2822%297-23-13-20-19-12%2824-13%2914%2816%2C17%2918%2Fh3-6%2C8H%2C7H2%2C1-2H3,37.0,11.0,2.0,0.0,3.30294275283813,,1.22990000247955,11.0,8.0,9.0,1.89999997615814,7.0,85.7703018188477,4.30000019073486,25.0
InChI%3D1S%2FC20H20FNO4%2Fc1-3-4-11-24-20%2823%2914%282%2925-16-6-8-17%289-7-16%2926-19-10-5-15%2813-22%2912-18%2819%2921%2Fh5-10%2C12%2C14H%2C3-4%2C11H2%2C1-2H3,46.0,12.0,4.0,1.0,0.253814429044724,,-0.503799974918365,12.0,10.0,16.0,3.0,9.0,42.2565994262695,5.12599992752075,27.0
InChI%3D1S%2FC19H25ClN2OS%2Fc1-18%282%2C3%2914-9-7-13%288-10-14%2912-24-15-11-21-22%2819%284%2C5%296%2917%2823%2916%2815%2920%2Fh7-11H%2C12H2%2C1-6H3,25.0,6.0,3.0,0.0,5.20843696594238,,2.28220009803772,6.0,7.0,6.0,2.45000004768372,4.0,55.1688003540039,1.80599999427795,13.0
InChI%3D1S%2FC22H26O3%2Fc1-15%282%2910-19-20%2822%2819%2C3%294%2921%2823%2925-14-17-12-18%2824-13-17%2911-16-8-6-5-7-9-16%2Fh5-10%2C12-13%2C19-20H%2C11%2C14H2%2C1-4H3,51.0,11.0,3.0,1.0,,0.0,0.627900004386902,6.0,4.0,6.0,3.54999995231628,7.0,,7.11299991607666,27.0
InChI%3D1S%2FC9H10ClN2O5PS%2Fc1-15-18%2814%2C16-2%2919-5-12-8-7%2817-9%2812%2913%293-6%2810%294-11-8%2Fh3-4H%2C5H2%2C1-2H3,29.0,6.0,0.0,0.0,1.76863396167755,,1.32990002632141,6.0,8.0,10.0,1.35000002384186,5.0,47.4877014160156,0.499000012874603,20.0
InChI%3D1S%2FC9H10Cl2N2O%2Fc1-13%282%299%2814%2912-6-3-4-7%2810%298%2811%295-6%2Fh3-5H%2C1-2H3%2C%28H%2C12%2C14%29,24.0,6.0,0.0,0.0,3.32734084129333,,1.82410001754761,6.0,6.0,10.0,1.89999997615814,2.0,62.086799621582,3.28600001335144,14.0
InChI%3D1S%2FC10H8ClN3O%2Fc11-9-8%2812%296-13-14%2810%289%2915%297-4-2-1-3-5-7%2Fh1-6H%2C12H2,35.0,6.0,0.0,0.0,2.20403718948364,,-1.48459994792938,6.0,4.0,11.0,1.89999997615814,3.0,70.9033966064453,0.190999999642372,19.0
InChI%3D1S%2FC15H18N4O7S.Na%2Fc1-4-9-26-14-16-19%2815%2822%2918%2814%292%2913%2821%2917-27%2823%2C24%2911-8-6-5-7-10%2811%2912%2820%2925-3%3B%2Fh5-8H%2C4%2C9H2%2C1-3H3%2C%28H%2C17%2C21%29%3B%2Fq%3B%2B1%2Fp-1,45.0,6.0,3.0,1.0,,,,6.0,6.0,22.0,1.67999994754791,8.0,,1.44099998474121,28.0
InChI%3D1S%2FC20H19NO3%2Fc1-16%2823-20-9-5-6-14-21-20%2915-22-17-10-12-19%2813-11-17%2924-18-7-3-2-4-8-18%2Fh2-14%2C16H%2C15H2%2C1H3,43.0,18.0,3.0,1.0,0.202320039272308,,-0.44980001449585,18.0,5.0,14.0,3.22000002861023,7.0,18.8661003112793,6.15700006484985,26.0
InChI%3D1S%2FC21H23ClFNO5%2Fc1-2-3-6-9-28-19%2825%2912-29-18-11-17%2816%2823%2910-15%2818%2922%2924-20%2826%2913-7-4-5-8-14%2813%2921%2824%2927%2Fh10-11H%2C2-9%2C12H2%2C1H3,52.0,6.0,5.0,0.0,1.33864903450012,,-1.15699994564056,6.0,10.0,14.0,2.89000010490417,9.0,74.1220016479492,3.98099994659424,31.0
InChI%3D1S%2FC12H11Cl2NO%2Fc1-4-12%282%2C3%2915-11%2816%298-5-9%2813%297-10%2814%296-8%2Fh1%2C5-7H%2C2-3H3%2C%28H%2C15%2C16%29,56.0,18.0,4.0,0.0,10.9514665603638,,3.3092999458313,18.0,10.0,13.0,3.54999995231628,10.0,131.053497314453,3.71700000762939,35.0
InChI%3D1S%2FC14H16ClN3O2%2Fc1-14%282%2C3%2912%2819%2913%2818-9-16-8-17-18%2920-11-6-4-10%2815%295-7-11%2Fh4-9%2C13H%2C1-3H3,20.0,6.0,2.0,0.0,1.07060408592224,,0.317999988794327,6.0,2.0,7.0,2.23000001907349,1.0,22.7868003845215,1.39100003242493,9.0
InChI%3D1S%2FC8H19O2PS2%2Fc1-4-7-12-11%289%2C10-6-3%2913-8-5-2%2Fh4-8H2%2C1-3H3,29.0,12.0,2.0,0.0,16.7772159576416,0.0,4.09600019454956,12.0,6.0,6.0,2.33999991416931,3.0,94.7104034423828,3.36500000953674,21.0
InChI%3D1S%2FC12H6F2N2O2%2Fc13-12%2814%2917-10-3-1-2-8%2811%2810%2918-12%299-6-16-5-7%289%294-15%2Fh1-3%2C5-6%2C16H,52.0,6.0,2.0,0.0,3.11981558799744,,1.76629996299744,6.0,3.0,6.0,3.0,5.0,14.743200302124,3.05299997329712,29.0
InChI%3D1S%2FC19H17Cl2N3O3%2Fc1-13-9-25-19%2827-13%2C10-24-12-22-11-23-24%2917-7-6-16%288-18%2817%2921%2926-15-4-2-14%2820%293-5-15%2Fh2-8%2C11-13H%2C9-10H2%2C1H3,28.0,12.0,0.0,0.0,0.372466087341309,,0.610300004482269,12.0,0.0,13.0,2.45000004768372,2.0,66.1144027709961,0.857999980449677,16.0
InChI%3D1S%2FC15H12F3NO4S%2Fc1-24%2821%2C22%2912-6-9%2815%2816%2C17%2918%294-5-10%2812%2913%2820%2911-7-19-23-14%2811%298-2-3-8%2Fh4-8H%2C2-3H2%2C1H3,27.0,0.0,0.0,0.0,2.77622246742249,,1.66620004177094,0.0,0.0,1.0,2.33999991416931,0.0,51.1352005004883,2.53099989891052,13.0
InChI%3D1S%2FC14H13NO7S%2Fc1-23%2821%2C22%298-5-6-9%2810%287-8%2915%2819%2920%2914%2818%2913-11%2816%293-2-4-12%2813%2917%2Fh5-7%2C13H%2C2-4H2%2C1H3,36.0,6.0,0.0,0.0,29.6970500946045,,5.44950008392334,6.0,3.0,14.0,2.00999999046326,4.0,127.551200866699,0.209000006318092,24.0
InChI%3D1S%2FC14H16Cl3NO2%2Fc1-4-14%283%2C12%2819%297-15%2918-13%2820%299-5-10%2816%298%282%2911%2817%296-9%2Fh5-6H%2C4%2C7H2%2C1-3H3%2C%28H%2C18%2C20%29,37.0,12.0,0.0,0.0,1.47428166866302,,1.21420001983643,12.0,0.0,12.0,2.89000010490417,2.0,96.7192001342773,1.52499997615814,28.0
InChI%3D1S%2FC17H19NO4%2Fc1-2-20-17%2819%2918-12-13-21-14-8-10-16%2811-9-14%2922-15-6-4-3-5-7-15%2Fh3-11H%2C2%2C12-13H2%2C1H3%2C%28H%2C18%2C19%29,14.0,6.0,0.0,0.0,2.5115909576416,,1.58480000495911,6.0,2.0,9.0,1.78999996185303,0.0,32.2939987182617,1.88199996948242,11.0
InChI%3D1S%2FC4H8N2S4.Zn%2Fc7-3%288%295-1-2-6-4%289%2910%3B%2Fh1-2H2%2C%28H2%2C5%2C7%2C8%29%28H2%2C6%2C9%2C10%29%3B%2Fp-2,17.0,0.0,2.0,0.0,,,,0.0,10.0,4.0,1.12999999523163,3.0,,0.0500000007450581,9.0
InChI%3D1S%2FC9H12NO5PS%2Fc1-7-6-8%284-5-9%287%2910%2811%2912%2915-16%2817%2C13-2%2914-3%2Fh4-6H%2C1-3H3,29.0,6.0,0.0,0.0,2.56128025054932,,1.6003999710083,6.0,7.0,14.0,1.57000005245209,5.0,34.6772003173828,3.59200000762939,17.0
InChI%3D1S%2FC13H19N3O4%2Fc1-5-10%286-2%2914-12-11%2815%2817%2918%297-8%283%299%284%2913%2812%2916%2819%2920%2Fh7%2C10%2C14H%2C5-6H2%2C1-4H3,39.0,6.0,5.0,0.0,,,,6.0,6.0,13.0,2.11999988555908,6.0,,5.67999982833862,20.0
InChI%3D1S%2FC10H7N3S%2Fc1-2-4-8-7%283-1%2912-10%2813-8%299-5-14-6-11-9%2Fh1-6H%2C%28H%2C12%2C13%29,68.0,23.0,3.0,0.0,4.90401029586792,3.0,2.21449995040894,22.0,7.0,20.0,4.21000003814697,10.0,152.401794433594,4.00699996948242,38.0
InChI%3D1S%2FC24H38O4%2Fc1-5-9-13-19%287-3%2917-27-23%2825%2921-15-11-12-16-22%2821%2924%2826%2928-18-20%288-4%2914-10-6-2%2Fh11-12%2C15-16%2C19-20H%2C5-10%2C13-14%2C17-18H2%2C1-4H3,66.0,6.0,7.0,2.0,3.26488757133484,,1.80690002441406,6.0,11.0,12.0,3.66000008583069,16.0,72.8276977539062,9.04199981689453,28.0
InChI%3D1S%2FC16H14Cl2O4%2Fc1-10%2816%2819%2920-2%2921-12-4-6-13%287-5-12%2922-15-8-3-11%2817%299-14%2815%2918%2Fh3-10H%2C1-2H3,36.0,12.0,3.0,0.0,3.24360108375549,,1.80099999904633,12.0,7.0,14.0,2.55999994277954,6.0,93.7751998901367,3.36400008201599,23.0
InChI%3D1S%2FC10H12N3O3PS2%2Fc1-15-17%2818%2C16-2%2919-7-13-10%2814%298-5-3-4-6-9%288%2911-12-13%2Fh3-6H%2C7H2%2C1-2H3,31.0,6.0,0.0,0.0,1.83521211147308,,1.35469996929169,6.0,8.0,11.0,1.57000005245209,5.0,53.2258987426758,2.81699991226196,20.0
InChI%3D1S%2FC8H10ClN5O3S%2Fc1-12-4-17-5-13%288%2812%2911-14%2815%2916%293-6-2-10-7%289%2918-6%2Fh2H%2C3-5H2%2C1H3,28.0,5.0,0.0,0.0,0.0907816886901855,,-0.30129998922348,5.0,4.0,7.0,1.24000000953674,3.0,48.1669006347656,2.57599997520447,19.0
InChI%3D1S%2FC10H12N2O3S%2Fc1-7%282%2912-10%2813%298-5-3-4-6-9%288%2911-16%2812%2C14%2915%2Fh3-7%2C11H%2C1-2H3,28.0,6.0,3.0,0.0,2.30766487121582,,-1.51909995079041,6.0,3.0,13.0,1.89999997615814,1.0,62.8418006896973,1.51699995994568,17.0
InChI%3D1S%2FC12H14ClNO2%2Fc1-12%282%298-16-14%2811%2812%2915%297-9-5-3-4-6-10%289%2913%2Fh3-6H%2C7-8H2%2C1-2H3,18.0,6.0,0.0,0.0,,,,6.0,3.0,10.0,1.46000003814697,2.0,,,14.0
InChI%3D1S%2FC16H23N3OS%2Fc1-12%282%2919-14%2817-16%283%2C4%295%2921-11-18%2815%2819%2920%2913-9-7-6-8-10-13%2Fh6-10%2C12H%2C11H2%2C1-5H3,44.0,6.0,3.0,0.0,2.58341336250305,,1.60730004310608,6.0,5.0,12.0,2.67000007629395,3.0,62.8655014038086,4.07999992370605,22.0
InChI%3D1S%2FC11H10Cl2F2N4O3S%2Fc1-5-16-19%2811%2820%2918%285%2910%2814%2915%299-4-8%2817-23%282%2C21%2922%296%2812%293-7%289%2913%2Fh3-4%2C10%2C17H%2C1-2H3,33.0,6.0,0.0,0.0,0.991020262241364,,0.995500028133392,6.0,5.0,16.0,1.35000002384186,4.0,55.3376007080078,2.29699993133545,24.0
InChI%3D1S%2FC10H19N5S%2Fc1-6%282%2911-8-13-9%2812-7%283%294%2915-10%2814-8%2916-5%2Fh6-7H%2C1-5H3%2C%28H2%2C11%2C12%2C13%2C14%2C15%29,34.0,6.0,3.0,0.0,1.24970042705536,,1.11790001392365,6.0,6.0,15.0,2.00999999046326,3.0,82.7414016723633,2.11100006103516,22.0
InChI%3D1S%2FC8H10NO5PS%2Fc1-12-15%2816%2C13-2%2914-8-5-3-7%284-6-8%299%2810%2911%2Fh3-6H%2C1-2H3,26.0,6.0,0.0,0.0,8.00097751617432,,0.958400011062622,6.0,7.0,14.0,1.46000003814697,5.0,54.0806999206543,3.48000001907349,16.0
InChI%3D1S%2FC8H6Cl2O3%2Fc9-5-1-2-7%286%2810%293-5%2913-4-8%2811%2912%2Fh1-3H%2C4H2%2C%28H%2C11%2C12%29,13.0,0.0,0.0,0.0,1.27938723564148,,-1.1311000585556,0.0,0.0,4.0,1.35000002384186,0.0,53.1162986755371,-0.0240000002086163,7.0
InChI%3D1S%2FC19H26O4S%2Fc1-5-14-21-24%2820%2923-18-9-7-6-8-17%2818%2922-16-12-10-15%2811-13-16%2919%282%2C3%294%2Fh1%2C10-13%2C17-18H%2C6-9%2C14H2%2C2-4H3,50.0,6.0,3.0,0.0,,,,6.0,7.0,7.0,3.0,7.0,,4.25299978256226,25.0
InChI%3D1S%2FC22H28N2O3%2Fc1-14-11-15%282%2913-17%2812-14%2921%2826%2924%2822%284%2C5%296%2923-20%2825%2918-9-8-10-19%2827-7%2916%2818%293%2Fh8-13H%2C1-7H3%2C%28H%2C23%2C25%29,55.0,12.0,0.0,1.0,4.80223417282104,,2.19140005111694,12.0,10.0,19.0,3.32999992370605,6.0,59.2405014038086,6.84600019454956,28.0
InChI%3D1S%2FC15H16F3N5O4S%2Fc1-9-19-12%2822-14%2820-9%2927-2%2921-13%2824%2923-28%2825%2C26%2911-6-4-3-5-10%2811%297-8-15%2816%2C17%2918%2Fh3-6H%2C7-8H2%2C1-2H3%2C%28H2%2C19%2C20%2C21%2C22%2C23%2C24%29,80.0,16.0,3.0,0.0,3.20016312599182,,-1.78890001773834,14.0,4.0,18.0,3.76999998092651,5.0,162.10270690918,3.38199996948242,49.0
InChI%3D1S%2FC6H8ClN5O2S%2Fc1-8-6%2811-12%2813%2914%2910-3-4-2-9-5%287%2915-4%2Fh2H%2C3H2%2C1H3%2C%28H2%2C8%2C10%2C11%29,10.0,0.0,4.0,0.0,13.2059564590454,,3.6340000629425,0.0,10.0,4.0,1.24000000953674,1.0,50.6963996887207,4.4520001411438,9.0
InChI%3D1S%2FC11H21NOS%2Fc1-3-12%2811%2813%2914-4-2%2910-8-6-5-7-9-10%2Fh10H%2C3-9H2%2C1-2H3,43.0,6.0,3.0,0.0,1.84334933757782,0.0,1.35769999027252,6.0,9.0,9.0,2.89000010490417,7.0,52.703498840332,1.7960000038147,20.0
InChI%3D1S%2FC12H10ClN3O%2Fc13-11-8-10%286-7-14-11%2916-12%2817%2915-9-4-2-1-3-5-9%2Fh1-8H%2C%28H2%2C14%2C15%2C16%2C17%29,27.0,12.0,0.0,0.0,,,,12.0,4.0,16.0,2.23000001907349,3.0,,1.2150000333786,18.0
InChI%3D1S%2FC14H15N3%2Fc1-10-9-13%2811-7-8-11%2917-14%2815-10%2916-12-5-3-2-4-6-12%2Fh2-6%2C9%2C11H%2C7-8H2%2C1H3%2C%28H%2C15%2C16%2C17%29,32.0,12.0,0.0,0.0,0.141300812363625,,0.375900000333786,12.0,0.0,13.0,2.67000007629395,3.0,72.0883026123047,1.06400001049042,19.0
InChI%3D1S%2FC7H14N2O2S%2Fc1-7%282%2C12-4%295-9-11-6%2810%298-3%2Fh5H%2C1-4H3%2C%28H%2C8%2C10%29,25.0,6.0,0.0,0.0,0.547599971294403,1.0,-0.740000009536743,6.0,8.0,14.0,1.57000005245209,3.0,57.7993011474609,-0.231000006198883,15.0
InChI%3D1S%2FC14H17Cl2NO2%2Fc1-14%287-3-2-4-8-14%2913%2819%2917-9-5-6-10%2818%2912%2816%2911%289%2915%2Fh5-6%2C18H%2C2-4%2C7-8H2%2C1H3%2C%28H%2C17%2C19%29,36.0,6.0,0.0,0.0,0.230112090706825,,0.479699999094009,6.0,3.0,10.0,2.45000004768372,2.0,48.8604011535645,3.97199988365173,20.0
InChI%3D1S%2FC9H6Cl6O3S%2Fc10-5-6%2811%298%2813%294-2-18-19%2816%2917-1-3%284%297%285%2C12%299%288%2C14%2915%2Fh3-4H%2C1-2H2,25.0,0.0,0.0,0.0,4.69155597686768,0.0,2.16599988937378,0.0,0.0,4.0,1.35000002384186,0.0,76.9888000488281,0.83899998664856,21.0
InChI%3D1S%2FC12H13N3%2Fc1-9-8-10%282%2914-12%2813-9%2915-11-6-4-3-5-7-11%2Fh3-8H%2C1-2H3%2C%28H%2C13%2C14%2C15%29,28.0,12.0,0.0,0.0,0.372466087341309,,0.610300004482269,12.0,0.0,13.0,2.45000004768372,2.0,66.1144027709961,0.857999980449677,16.0
InChI%3D1S%2FC12H18ClNO2S%2Fc1-8-7-17-10%283%2912%288%2914%2811%2815%295-13%299%282%296-16-4%2Fh7%2C9H%2C5-6H2%2C1-4H3,35.0,5.0,3.0,0.0,2.37314033508301,,1.54050004482269,5.0,10.0,8.0,2.23000001907349,6.0,57.9718017578125,2.23799991607666,17.0
InChI%3D1S%2FC14H9Cl5O%2Fc15-11-5-1-9%282-6-11%2913%2820%2C14%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C20H,46.0,11.0,0.0,0.0,0.920064628124237,,-0.959200024604797,11.0,3.0,14.0,2.33999991416931,2.0,101.561698913574,1.31200003623962,29.0
InChI%3D1S%2FC7H12ClN5%2Fc1-3-9-6-11-5%288%2912-7%2813-6%2910-4-2%2Fh3-4H2%2C1-2H3%2C%28H2%2C9%2C10%2C11%2C12%2C13%29,14.0,6.0,0.0,0.0,0.0135722495615482,,0.116499997675419,6.0,0.0,7.0,1.89999997615814,0.0,34.6333999633789,0.439999997615814,8.0
InChI%3D1S%2FC14H14Cl2N2O%2Fc1-2-7-19-14%289-18-6-5-17-10-18%2912-4-3-11%2815%298-13%2812%2916%2Fh2-6%2C8%2C10%2C14H%2C1%2C7%2C9H2,37.0,12.0,3.0,0.0,,,0.0125000001862645,12.0,3.0,21.0,2.77999997138977,2.0,,0.677999973297119,29.0
InChI%3D1S%2FC13H15ClN6O7S%2Fc1-20-10%288%289%2814%2918-20%2911%2821%2927-4%2928%2823%2C24%2919-13%2822%2917-12-15-6%2825-2%295-7%2816-12%2926-3%2Fh5H%2C1-4H3%2C%28H2%2C15%2C16%2C17%2C19%2C22%29,43.0,11.0,0.0,1.0,0.00326040992513299,,0.0571000017225742,6.0,7.0,15.0,1.24000000953674,8.0,60.9360008239746,0.0790000036358833,29.0
InChI%3D1S%2FC15H13Cl2F3N2O4%2Fc1-3-24-11%2823%296-25-10-4-7%289%2818%295-8%2810%2916%2913-12%2817%2914%2822%282%2921-13%2926-15%2819%2920%2Fh4-5%2C15H%2C3%2C6H2%2C1-2H3,25.0,6.0,0.0,0.0,0.773696184158325,,0.879599988460541,6.0,3.0,6.0,1.89999997615814,2.0,68.2354965209961,0.962999999523163,17.0
InChI%3D1S%2FC17H17N2.CH4O4S%2Fc1-18-16%2814-9-5-3-6-10-14%2913-17%2819%2818%292%2915-11-7-4-8-12-15%3B1-5-6%282%2C3%294%2Fh3-13H%2C1-2H3%3B1H3%2C%28H%2C2%2C3%2C4%29%2Fq%2B1%3B%2Fp-1,82.0,24.0,0.0,2.0,15.3883600234985,,3.92280006408691,24.0,7.0,24.0,3.0,12.0,181.695999145508,2.90199995040894,53.0
InChI%3D1S%2FC15H17Cl2N3O2%2Fc1-2-3-12-7-21-15%2822-12%2C8-20-10-18-9-19-20%2913-5-4-11%2816%296-14%2813%2917%2Fh4-6%2C9-10%2C12H%2C2-3%2C7-8H2%2C1H3,18.0,6.0,0.0,0.0,5.27253437042236,,2.29620003700256,6.0,0.0,6.0,2.33999991416931,0.0,39.5197982788086,2.8659999370575,8.0
InChI%3D1S%2FC23H22ClF3O2%2Fc1-14-16%2810-7-11-17%2814%2915-8-5-4-6-9-15%2913-29-21%2828%2920-18%2822%2820%2C2%293%2912-19%2824%2923%2825%2C26%2927%2Fh4-12%2C18%2C20H%2C13H2%2C1-3H3,30.0,6.0,0.0,0.0,0.413577616214752,,0.643100023269653,6.0,5.0,11.0,2.23000001907349,4.0,61.6697998046875,2.27300000190735,15.0
InChI%3D1S%2FC19H26O3%2Fc1-7-8-13-12%284%2916%2810-15%2813%2920%2922-18%2821%2917-14%289-11%282%293%2919%2817%2C5%296%2Fh7%2C9%2C14%2C16-17H%2C1%2C8%2C10H2%2C2-6H3,16.0,6.0,0.0,0.0,2.74034905433655,0.0,1.6554000377655,6.0,0.0,7.0,2.00999999046326,0.0,41.5595016479492,1.49300003051758,9.0
InChI%3D1S%2FC13H11Cl2F4N3O%2Fc14-9-1-2-10%2811%2815%293-9%298%284-22-7-20-6-21-22%295-23-13%2818%2C19%2912%2816%2917%2Fh1-3%2C6-8%2C12H%2C4-5H2,34.0,11.0,3.0,0.0,7.09583044052124,,2.66380000114441,6.0,10.0,6.0,1.78999996185303,7.0,38.7976989746094,3.85700011253357,24.0
