SMILES,LipinskiFailures,ALogp2,AMR,nAtomLC,nAtomP,nAtomLAC,nAtom,nAromBond,nHBDon,ALogP,naAromAtom,nB,MLogP,nRotB,XLogP
InChI%3D1S%2FC9H9NO4%2Fc11-7-4-2-1-3-6%287%299%2814%2910-5-8%2812%2913%2Fh1-4%2C11H%2C5H2%2C%28H%2C10%2C14%29%28H%2C12%2C13%29,0.0,0.0147622497752309,51.5988998413086,7.0,10.0,2.0,23.0,6.0,,0.121500000357628,6.0,14.0,1.89999997615814,3.0,0.151999995112419
InChI%3D1S%2FC17H20N2%2Fc18-12-5-13-19-16-8-3-1-6-14%2816%2910-11-15-7-2-4-9-17%2815%2919%2Fh1-4%2C6-9H%2C5%2C10-13%2C18H2,0.0,,,4.0,13.0,3.0,39.0,12.0,,,12.0,21.0,3.10999989509583,3.0,4.61499977111816
InChI%3D1S%2FC22H27N3OS%2Fc1-4-13-25%2814-5-1%2917-18-8-6-9-19%2816-18%2926-15-7-12-23-22-24-20-10-2-3-11-21%2820%2927-22%2Fh2-3%2C6%2C8-11%2C16H%2C1%2C4-5%2C7%2C12-15%2C17H2%2C%28H%2C23%2C24%29,0.0,,,5.0,9.0,3.0,54.0,12.0,,,12.0,30.0,3.32999992370605,7.0,2.92000007629395
InChI%3D1S%2FC19H22Cl2N4O2%2Fc20-14-2-1-12%287-15%2814%2921%298-18%2827%2925-6-4-16-19%2823-11-22-16%2917%2825%2910-24-5-3-13%2826%299-24%2Fh1-2%2C7%2C11%2C13%2C17%2C26H%2C3-6%2C8-10H2%2C%28H%2C22%2C23%29%2Ft13-%2C17-%2Fm1%2Fs1,0.0,,,3.0,6.0,2.0,53.0,6.0,,,6.0,30.0,2.67000007629395,5.0,0.0270000007003546
InChI%3D1S%2FC19H25Cl2N3O3%2Fc1-27-19%2826%2923-8-9-24%2815%2813-23%2912-22-6-2-3-7-22%2918%2825%2911-14-4-5-16%2820%2917%2821%2910-14%2Fh4-5%2C10%2C15H%2C2-3%2C6-9%2C11-13H2%2C1H3%2Ft15-%2Fm0%2Fs1,0.0,,,4.0,2.0,2.0,6.0,0.0,,0.577199995517731,0.0,3.0,1.46000003814697,0.0,0.26800000667572
InChI%3D1S%2FC11H16N4O4%2Fc1-7%2815-5-10%2818%2913-11%2819%296-15%292-14-3-8%2816%2912-9%2817%294-14%2Fh7H%2C2-6H2%2C1H3%2C%28H%2C12%2C16%2C17%29%28H%2C13%2C18%2C19%29%2Ft7-%2Fm0%2Fs1,0.0,0.33108514547348,39.2218017578125,0.0,7.0,0.0,14.0,6.0,2.0,0.575399994850159,6.0,8.0,1.89999997615814,0.0,0.901000022888184
InChI%3D1S%2FC19H19N3O5S%2Fc1-9-11%2812%2821-27-9%2910-7-5-4-6-8-10%2915%2823%2920-13-16%2824%2922-14%2818%2825%2926%2919%282%2C3%2928-17%2813%2922%2Fh4-8%2C13-14%2C17H%2C1-3H3%2C%28H%2C20%2C23%29%28H%2C25%2C26%29%2Fq-1%2Ft13-%2C14-%2C17%2B%2Fm0%2Fs1,0.0,,,3.0,7.0,0.0,49.0,6.0,,,6.0,31.0,2.55999994277954,4.0,1.07799994945526
InChI%3D1S%2FC14H18N6O%2Fc15-14-18-12%2817-9-2-3-9%2911-13%2819-14%2920%287-16-11%2910-4-1-8%285-10%296-21%2Fh1%2C4%2C7-10%2C21H%2C2-3%2C5-6H2%2C%28H3%2C15%2C17%2C18%2C19%29%2Ft8-%2C10%2B%2Fm1%2Fs1,0.0,2.00732231140137,46.9721984863281,2.0,9.0,0.0,14.0,6.0,,1.41680002212524,6.0,11.0,1.78999996185303,0.0,1.52999997138977
InChI%3D1S%2FC16H18N2S%2Fc1-17-11-6-12-18-13-7-2-4-9-15%2813%2919-16-10-5-3-8-14%2816%2918%2Fh2-5%2C7-10%2C17H%2C6%2C11-12H2%2C1H3,0.0,,,5.0,13.0,3.0,37.0,12.0,,,12.0,21.0,2.89000010490417,4.0,4.12200021743774
InChI%3D1S%2FC20H27Cl2N3O3%2Fc1-2-28-20%2827%2924-9-10-25%2816%2814-24%2913-23-7-3-4-8-23%2919%2826%2912-15-5-6-17%2821%2918%2822%2911-15%2Fh5-6%2C11%2C16H%2C2-4%2C7-10%2C12-14H2%2C1H3%2Ft16-%2Fm0%2Fs1,0.0,,,5.0,6.0,2.0,55.0,6.0,,1.0702999830246,6.0,30.0,2.77999997138977,8.0,1.7059999704361
InChI%3D1S%2FC19H22Cl2N4O%2Fc20-14-4-3-13%289-15%2814%2921%2910-18%2826%2925-8-5-16-19%2823-12-22-16%2917%2825%2911-24-6-1-2-7-24%2Fh3-4%2C9%2C12%2C17H%2C1-2%2C5-8%2C10-11H2%2C%28H%2C22%2C23%29%2Ft17-%2Fm1%2Fs1,0.0,1.98584461212158,63.4287986755371,5.0,11.0,0.0,31.0,6.0,,1.40919995307922,6.0,15.0,2.23000001907349,3.0,1.86500000953674
InChI%3D1S%2FC38H50N6O5%2Fc1-38%282%2C3%2943-37%2849%2932-20-26-14-7-8-15-27%2826%2922-44%2832%2923-33%2845%2930%2819-24-11-5-4-6-12-24%2941-36%2848%2931%2821-34%2839%2946%2942-35%2847%2929-18-17-25-13-9-10-16-28%2825%2940-29%2Fh4-6%2C9-13%2C16-18%2C26-27%2C30-33%2C45H%2C7-8%2C14-15%2C19-23H2%2C1-3H3%2C%28H2%2C39%2C46%29%28H%2C41%2C48%29%28H%2C42%2C47%29%28H%2C43%2C49%29%2Ft26%3F%2C27-%2C30%2B%2C31%2B%2C32%2B%2C33-%2Fm1%2Fs1,0.0,1.96953153610229,30.9557991027832,0.0,6.0,0.0,12.0,6.0,,1.40339994430542,6.0,6.0,2.11999988555908,0.0,2.08200001716614
InChI%3D1S%2FC23H27N3O7%2Fc1-25%282%2912-5-6-13%2827%2915-10%2812%297-9-8-11-17%2826%283%294%2919%2829%2916%2822%2824%2932%2921%2831%2923%2811%2C33%2920%2830%2914%289%2918%2815%2928%2Fh5-6%2C9%2C11%2C17%2C27%2C29-30%2C33H%2C7-8H2%2C1-4H3%2C%28H2%2C24%2C32%29%2Ft9-%2C11%3F%2C17-%2C23-%2Fm0%2Fs1,0.0,1.34374463558197,36.6405982971191,10.0,0.0,2.0,24.0,0.0,,-1.15919995307922,0.0,9.0,1.67999994754791,7.0,-1.58800005912781
InChI%3D1S%2FC7H11NO2%2Fc1-3-7%282%294-5%289%298-6%287%2910%2Fh3-4H2%2C1-2H3%2C%28H%2C8%2C9%2C10%29%2Ft7-%2Fm1%2Fs1,0.0,0.30969226360321,23.1618003845215,0.0,0.0,0.0,15.0,0.0,1.0,-0.556500017642975,0.0,6.0,1.67999994754791,0.0,0.0209999997168779
InChI%3D1S%2FC21H26N2S2%2Fc1-22-13-6-5-7-16%2822%2912-14-23-18-8-3-4-9-20%2818%2925-21-11-10-17%2824-2%2915-19%2821%2923%2Fh3-4%2C8-11%2C15-16H%2C5-7%2C12-14H2%2C1-2H3%2Ft16-%2Fm0%2Fs1,0.0,,,2.0,13.0,0.0,17.0,6.0,,,6.0,13.0,1.35000002384186,2.0,
InChI%3D1S%2FC36H47N5O4%2Fc1-36%282%2C3%2939-35%2845%2931-24-40%2822-26-12-9-15-37-21-26%2916-17-41%2831%2923-29%2842%2919-28%2818-25-10-5-4-6-11-25%2934%2844%2938-33-30-14-8-7-13-27%2830%2920-32%2833%2943%2Fh4-15%2C21%2C28-29%2C31-33%2C42-43H%2C16-20%2C22-24H2%2C1-3H3%2C%28H%2C38%2C44%29%28H%2C39%2C45%29%2Ft28-%2C29%2B%2C31%2B%2C32-%2C33%2B%2Fm1%2Fs1,0.0,2.4922935962677,62.4416999816895,0.0,13.0,0.0,23.0,12.0,,1.5786999464035,12.0,16.0,2.45000004768372,2.0,1.97300004959106
InChI%3D1S%2FC7H8N4O2%2Fc1-10-3-8-5-4%2810%296%2812%299-7%2813%2911%285%292%2Fh3H%2C1-2H3%2C%28H%2C9%2C12%2C13%29,0.0,0.544643998146057,,0.0,4.0,0.0,23.0,5.0,,-0.737999975681305,0.0,14.0,1.57000005245209,0.0,-1.01300001144409
InChI%3D1S%2FC18H20FN3O4%2Fc1-10-9-26-17-15-12%2811%2823%293-4-22%2810%2915%2913%2818%2824%2925%2914%2819%2916%2817%2921-7-5-20%282%296-8-21%2Fh3-4%2C10H%2C5-9H2%2C1-2H3%2C%28H%2C24%2C25%29%2Ft10-%2Fm1%2Fs1,0.0,0.0187964104115963,71.790397644043,2.0,16.0,0.0,46.0,6.0,,-0.137099996209145,6.0,29.0,2.55999994277954,2.0,0.764999985694885
InChI%3D1S%2FC20H24N2O2%2Fc1-3-13-12-22-9-7-14%2813%2910-19%2822%2920%2823%2916-6-8-21-18-5-4-15%2824-2%2911-17%2816%2918%2Fh3-6%2C8%2C11%2C13-14%2C19-20%2C23H%2C1%2C7%2C9-10%2C12H2%2C2H3%2Ft13-%2C14-%2C19%2B%2C20-%2Fm0%2Fs1,0.0,0.591053426265717,96.0779037475586,2.0,11.0,2.0,48.0,11.0,,-0.768800020217896,10.0,27.0,3.22000002861023,4.0,1.01600003242493
InChI%3D1S%2FC2H3Cl3%2Fc1-2%283%2C4%295%2Fh1H3,0.0,4.11805868148804,26.2173004150391,5.0,0.0,2.0,8.0,0.0,0.0,2.02929997444153,0.0,4.0,1.35000002384186,0.0,2.46900010108948
InChI%3D1S%2FC16H13ClN2O%2Fc1-19-14-8-7-12%2817%299-13%2814%2916%2818-10-15%2819%2920%2911-5-3-2-4-6-11%2Fh2-9H%2C10H2%2C1H3,0.0,2.24280571937561,87.818603515625,0.0,17.0,0.0,33.0,12.0,,1.49759995937347,12.0,22.0,2.77999997138977,1.0,1.25499999523163
InChI%3D1S%2FC17H18N2O6S%2Fc1-17%282%2911%2816%2824%2925%2919-13%2821%2910%2814%2819%2926-17%2918-12%2820%299%2815%2822%2923%298-6-4-3-5-7-8%2Fh3-7%2C9-11%2C14H%2C1-2H3%2C%28H%2C18%2C20%29%28H%2C22%2C23%29%28H%2C24%2C25%29%2Fq-1%2Ft9-%2C10-%2C11-%2C14%2B%2Fm0%2Fs1,0.0,0.127663284540176,63.978401184082,7.0,6.0,3.0,45.0,6.0,,-0.357300013303757,6.0,28.0,2.33999991416931,5.0,2.27800011634827
InChI%3D1S%2FC20H29N3O3S%2Fc1-15%2824%2922-9-10-23%2817%2813-22%2912-21-8-7-18%2825%2914-21%2920%2826%2911-16-3-5-19%2827-2%296-4-16%2Fh3-6%2C17-18%2C25H%2C7-14H2%2C1-2H3%2Ft17-%2C18%2B%2Fm0%2Fs1,0.0,0.288691282272339,110.853401184082,3.0,6.0,2.0,56.0,6.0,,-0.537299990653992,6.0,29.0,2.89000010490417,7.0,-0.375
InChI%3D1S%2FC26H29NO%2Fc1-4-25%2821-11-7-5-8-12-21%2926%2822-13-9-6-10-14-22%2923-15-17-24%2818-16-23%2928-20-19-27%282%293%2Fh5-18H%2C4%2C19-20H2%2C1-3H3,1.0,13.3006086349487,132.098602294922,6.0,21.0,4.0,57.0,18.0,,3.6470000743866,18.0,30.0,,8.0,6.34200000762939
InChI%3D1S%2FC6H9N3O3%2Fc1-5-7-4-6%289%2811%2912%298%285%292-3-10%2Fh4%2C10H%2C2-3H2%2C1H3,0.0,,,3.0,2.0,2.0,25.0,0.0,,,0.0,12.0,1.46000003814697,3.0,
InChI%3D1S%2FC17H16ClNO%2Fc18-11-5-6-17-14%289-11%2912-7-8-19-10-15%2812%2913-3-1-2-4-16%2813%2920-17%2Fh1-6%2C9%2C12%2C15%2C19H%2C7-8%2C10H2%2Ft12-%2C15%2B%2Fm1%2Fs1,0.0,0.50552099943161,86.4738006591797,0.0,13.0,0.0,36.0,12.0,,0.711000025272369,12.0,23.0,3.0,0.0,1.84300005435944
InChI%3D1S%2FC11H17N2O3%2Fc1-4-6-7%283%2911%285-2%298%2814%2912-10%2816%2913-9%2811%2915%2Fh5%2C7H%2C4%2C6H2%2C1-3H3%2C%28H%2C12%2C14%29%28H%2C13%2C15%29%2Fq-2%2Ft7-%2Fm0%2Fs1,0.0,0.0126337604597211,,5.0,3.0,5.0,35.0,0.0,,-0.112400002777576,0.0,16.0,2.11999988555908,4.0,2.46499991416931
InChI%3D1S%2FC18H25F3N4O%2Fc19-18%2820%2C21%2915-5-6-22-16%2814-15%2924-12-10-23%2811-13-24%297-1-2-8-25-9-3-4-17%2825%2926%2Fh5-6%2C14H%2C1-4%2C7-13H2,0.0,1.41824281215668,90.3572998046875,4.0,7.0,4.0,51.0,6.0,,-1.19089996814728,6.0,28.0,2.55999994277954,7.0,1.47200000286102
InChI%3D1S%2FC9H13N%2Fc1-8%2810%297-9-5-3-2-4-6-9%2Fh2-6%2C8H%2C7%2C10H2%2C1H3%2Ft8-%2Fm0%2Fs1,1.0,24.8332786560059,130.156402587891,5.0,23.0,0.0,38.0,18.0,,4.98330020904541,18.0,31.0,2.23000001907349,6.0,5.88000011444092
InChI%3D1S%2FC23H26N2O%2Fc26-21-9-10-23-22%2816-21%2920%2817-24-23%298-4-5-13-25-14-11-19%2812-15-25%2918-6-2-1-3-7-18%2Fh1-3%2C6-7%2C9-11%2C16-17%2C24%2C26H%2C4-5%2C8%2C12-15H2,0.0,0.0427248887717724,34.5055999755859,0.0,7.0,0.0,14.0,6.0,,0.206699997186661,6.0,7.0,2.00999999046326,0.0,0.535000026226044
InChI%3D1S%2FC28H31FN4O%2Fc1-34-25-12-8-21%289-13-25%2914-17-32-18-15-24%2816-19-32%2930-28-31-26-4-2-3-5-27%2826%2933%2828%2920-22-6-10-23%2829%2911-7-22%2Fh2-13%2C24H%2C14-20H2%2C1H3%2C%28H%2C30%2C31%29,2.0,6.25099992752075,97.2600021362305,11.0,12.0,8.0,66.0,6.0,,-2.50020003318787,6.0,28.0,3.66000008583069,18.0,7.77600002288818
InChI%3D1S%2FC8H12N4O5%2Fc9-7%2816%293-1-10-12%2811-3%298-6%2815%295%2814%294%282-13%2917-8%2Fh1%2C4-6%2C8%2C13-15H%2C2H2%2C%28H2%2C9%2C16%29%2Ft4-%2C5-%2C6-%2C8%3F%2Fm1%2Fs1,0.0,,,0.0,6.0,0.0,14.0,6.0,,0.165000006556511,6.0,7.0,2.00999999046326,0.0,0.351000010967255
InChI%3D1S%2FC33H37N5O5%2Fc1-32%2835-29%2839%2921-15-23-22-10-6-11-24-28%2822%2920%2817-34-24%2916-25%2823%2936%282%2918-21%2931%2841%2938-26%2814-19-8-4-3-5-9-19%2930%2840%2937-13-7-12-27%2837%2933%2838%2C42%2943-32%2Fh3-6%2C8-11%2C17%2C21%2C23%2C25-27%2C34%2C42H%2C7%2C12-16%2C18H2%2C1-2H3%2C%28H%2C35%2C39%29%2Ft21-%2C23%3F%2C25-%2C26%2B%2C27%2B%2C32%3F%2C33%2B%2Fm1%2Fs1,0.0,0.659668862819672,161.667007446289,3.0,12.0,0.0,82.0,17.0,2.0,-0.812200009822845,16.0,50.0,3.99000000953674,4.0,0.801999986171722
InChI%3D1S%2FC9H12N6%2Fc1-15%282%297-5-6%283-4-11-7%298-12-9%2810%2914-13-8%2Fh3-5H%2C1-2H3%2C%28H3%2C10%2C12%2C13%2C14%29,0.0,2.1682562828064,56.3843994140625,3.0,7.0,0.0,29.0,6.0,,-1.4724999666214,6.0,16.0,1.78999996185303,2.0,0.586000025272369
InChI%3D1S%2FC32H34N4O3%2Fc1-2-25%2822-12-5-3-6-13-22%2936-32%2838%2928-24-16-9-10-17-26%2824%2935-29%2823-14-7-4-8-15-23%2930%2828%2939-21-20-34-31%2837%2927-18-11-19-33-27%2Fh3-10%2C12-17%2C25%2C27%2C33H%2C2%2C11%2C18-21H2%2C1H3%2C%28H%2C34%2C37%29%28H%2C36%2C38%29%2Ft25-%2C27-%2Fm0%2Fs1,0.0,0.700568974018097,,6.0,20.0,3.0,73.0,23.0,,0.837000012397766,22.0,43.0,4.21000003814697,10.0,3.60899996757507
InChI%3D1S%2FC13H21NO3%2Fc1-13%282%2C3%2914-7-12%2817%299-4-5-11%2816%2910%286-9%298-15%2Fh4-6%2C12%2C14-17H%2C7-8H2%2C1-3H3%2Ft12-%2Fm1%2Fs1,0.0,1.82276999950409,62.1725006103516,2.0,15.0,0.0,25.0,12.0,,1.35010004043579,12.0,16.0,2.45000004768372,2.0,2.50799989700317
InChI%3D1S%2FC22H24Cl2N2O%2Fc23-19-8-7-16%2813-20%2819%2924%2914-22%2827%2926-12-9-17-5-1-2-6-18%2817%2921%2826%2915-25-10-3-4-11-25%2Fh1-2%2C5-8%2C13%2C21H%2C3-4%2C9-12%2C14-15H2%2Ft21-%2Fm1%2Fs1,0.0,,,3.0,6.0,2.0,51.0,12.0,,,12.0,30.0,3.32999992370605,5.0,2.63899993896484
InChI%3D1S%2FC12H16N2O3%2Fc1-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914%282%2910%2812%2916%2Fh6H%2C3-5%2C7H2%2C1-2H3%2C%28H%2C13%2C15%2C17%29%2Ft12-%2Fm1%2Fs1,0.0,0.335240989923477,58.7187004089355,0.0,8.0,0.0,33.0,0.0,1.0,-0.578999996185303,0.0,18.0,2.23000001907349,1.0,1.51499998569489
InChI%3D1S%2FC17H16N2O%2Fc1-2-7-15%2818%2912-8-3-4-9-13%2812%2917-14-10-5-6-11-16%2814%2920-19-17%2Fh2-6%2C8-11%2C15H%2C1%2C7%2C18H2%2Ft15-%2Fm0%2Fs1,0.0,0.440497696399689,22.1215991973877,4.0,0.0,3.0,11.0,0.0,,0.663699984550476,0.0,3.0,1.67999994754791,1.0,2.09400010108948
InChI%3D1S%2FC20H15F3N4O3%2Fc21-8-1-2-15%2813%2822%293-8%2927-7-12%2820%2829%2930%2917%2828%299-4-14%2823%2919%2825-18%289%2927%2926-5-10-11%286-26%2916%2810%2924%2Fh1-4%2C7%2C10-11%2C16H%2C5-6%2C24H2%2C%28H%2C29%2C30%29%2Ft10-%2C11%3F%2C16%3F%2Fm0%2Fs1,0.0,1.36843204498291,103.276901245117,2.0,21.0,0.0,45.0,12.0,,-1.16980004310608,12.0,34.0,2.55999994277954,3.0,1.38499999046326
InChI%3D1S%2FC18H24O2%2Fc1-18-9-8-14-13-5-3-12%2819%2910-11%2813%292-4-15%2814%2916%2818%296-7-17%2818%2920%2Fh3%2C5%2C10%2C14-17%2C19-20H%2C2%2C4%2C6-9H2%2C1H3%2Ft14-%2C15%3F%2C16%2B%2C17%2B%2C18%3F%2Fm1%2Fs1,0.0,0.513372242450714,83.277099609375,0.0,11.0,0.0,40.0,11.0,,0.716499984264374,10.0,23.0,3.22000002861023,0.0,2.79999995231628
InChI%3D1S%2FC8H11NO2%2Fc9-4-3-6-1-2-7%2810%298%2811%295-6%2Fh1-2%2C5%2C10-11H%2C3-4%2C9H2,0.0,0.160881206393242,46.3328018188477,3.0,8.0,2.0,22.0,6.0,,-0.401100009679794,6.0,11.0,2.00999999046326,2.0,0.317999988794327
InChI%3D1S%2FC31H30O13S%2Fc1-37-19-6-12%285-16%2832%2924%2819%2933%2922-13-7-17-18%2841-11-40-17%298-14%2813%2927%2815-9-38-29%2836%2923%2815%2922%2943-31-26%2835%2925%2834%2928-20%2842-31%2910-39-30%2844-28%2921-3-2-4-45-21%2Fh2-8%2C15%2C20%2C22-23%2C25-28%2C30-35H%2C9-11H2%2C1H3%2Ft15-%2C20-%2C22-%2C23%3F%2C25-%2C26-%2C27-%2C28-%2C30-%2C31%3F%2Fm0%2Fs1,0.0,,,2.0,25.0,0.0,71.0,22.0,,-1.68280005455017,21.0,52.0,3.32999992370605,5.0,1.69000005722046
InChI%3D1S%2FC15H25NO3%2Fc1-12%282%2916-10-14%2817%2911-19-15-6-4-13%285-7-15%298-9-18-3%2Fh4-7%2C12%2C14%2C16-17H%2C8-11H2%2C1-3H3%2Ft14-%2Fm1%2Fs1,0.0,0.631071388721466,51.9810981750488,9.0,7.0,3.0,44.0,6.0,,-0.794399976730347,6.0,19.0,2.67000007629395,9.0,2.03399991989136
InChI%3D1S%2FC10H11N4S%2Fc11-9%2812%2914-10-13-8%286-15-10%297-4-2-1-3-5-7%2Fh1-6%2C14H%2C11-12H2,0.0,0.155709162354469,68.2371978759766,4.0,9.0,0.0,29.0,6.0,,0.394600003957748,6.0,16.0,2.00999999046326,3.0,0.596000015735626
InChI%3D1S%2FC11H12N2O%2Fc1-9-8-11%2814%2913%2812%289%292%2910-6-4-3-5-7-10%2Fh3-8H%2C1-2H3,0.0,0.625839233398438,61.6234016418457,0.0,12.0,0.0,26.0,6.0,,0.791100025177002,6.0,15.0,2.33999991416931,1.0,0.651000022888184
InChI%3D1S%2FC3H2ClF5O%2Fc4-1%285%293%288%2C9%2910-2%286%297%2Fh1-2H%2Ft1-%2Fm1%2Fs1,0.0,7.1128888130188,23.0622997283936,10.0,0.0,2.0,12.0,0.0,0.0,2.66700005531311,0.0,9.0,1.01999998092651,3.0,2.48799991607666
InChI%3D1S%2FC18H25NO%2Fc1-12-17-9-14-5-6-15%2820%2910-16%2814%2918%2812%2C2%297-8-19%2817%2911-13-3-4-13%2Fh5-6%2C10%2C12-13%2C17%2C20H%2C3-4%2C7-9%2C11H2%2C1-2H3%2Ft12-%2C17-%2C18%3F%2Fm1%2Fs1,0.0,,,0.0,7.0,0.0,45.0,6.0,,,6.0,23.0,3.22000002861023,2.0,3.62800002098083
InChI%3D1S%2FC35H38Cl2N8O4%2Fc1-3-25%282%2945-34%2846%2944%2824-40-45%2929-7-5-27%286-8-29%2941-14-16-42%2817-15-41%2928-9-11-30%2812-10-28%2947-19-31-20-48-35%2849-31%2C21-43-23-38-22-39-43%2932-13-4-26%2836%2918-33%2832%2937%2Fh4-13%2C18%2C22-25%2C31H%2C3%2C14-17%2C19-21H2%2C1-2H3%2Ft25-%2C31-%2C35-%2Fm1%2Fs1,2.0,,,4.0,13.0,4.0,91.0,18.0,,,18.0,55.0,3.76999998092651,11.0,4.01200008392334
InChI%3D1S%2FC11H18N2OS%2Fc1-4-12-6-10-9%287-15-3%295-13-8%282%2911%2810%2914%2Fh5%2C12%2C14H%2C4%2C6-7H2%2C1-3H3,0.0,0.29387241601944,67.3082962036133,4.0,7.0,2.0,33.0,6.0,,-0.542100012302399,6.0,15.0,2.23000001907349,5.0,1.06700003147125
InChI%3D1S%2FC27H24N2O4%2Fc1-2-21%2818-11-5-3-6-12-18%2929-27%2832%2924-20-15-9-10-16-22%2820%2928-25%2819-13-7-4-8-14-19%2926%2824%2933-17-23%2830%2931%2Fh3-16%2C21H%2C2%2C17H2%2C1H3%2C%28H%2C29%2C32%29%28H%2C30%2C31%29%2Ft21-%2Fm0%2Fs1,0.0,,,3.0,9.0,0.0,16.0,6.0,,1.86360001564026,6.0,11.0,1.78999996185303,1.0,1.90900003910065
InChI%3D1S%2FC7H16N2O2%2Fc1-6%2811-7%288%2910%295-9%282%2C3%294%2Fh6H%2C5H2%2C1-4H3%2C%28H-%2C8%2C10%29%2Fp%2B1%2Ft6-%2Fm0%2Fs1,0.0,,,11.0,4.0,3.0,28.0,0.0,1.0,,0.0,10.0,1.78999996185303,4.0,0.619000017642975
InChI%3D1S%2FC6H14%2Fc1-4-6%283%295-2%2Fh6H%2C4-5H2%2C1-3H3,0.0,0.115599997341633,26.1558990478516,6.0,0.0,5.0,20.0,0.0,0.0,-0.340000003576279,0.0,5.0,2.11999988555908,2.0,3.69300007820129
InChI%3D1S%2FC9H9Cl2N3%2Fc10-6-2-1-3-7%2811%298%286%2914-9-12-4-5-13-9%2Fh1-3H%2C4-5H2%2C%28H2%2C12%2C13%2C14%29,0.0,2.84866881370544,69.5197982788086,0.0,7.0,0.0,13.0,6.0,,1.6878000497818,6.0,10.0,1.67999994754791,0.0,3.80399990081787
InChI%3D1S%2FC7H8%2Fc1-7-5-3-2-4-6-7%2Fh2-6H%2C1H3,0.0,0.412164002656937,5.50209999084473,0.0,6.0,0.0,15.0,6.0,,0.642000019550323,6.0,7.0,2.23000001907349,0.0,4.38500022888184
InChI%3D1S%2FC15H21NO2%2Fc1-3-18-14%2817%2915%289-11-16%282%2912-10-15%2913-7-5-4-6-8-13%2Fh4-8H%2C3%2C9-12H2%2C1-2H3,0.0,3.06075024604797,75.5610961914062,5.0,6.0,2.0,39.0,6.0,,1.74950003623962,6.0,19.0,2.77999997138977,4.0,2.43400001525879
InChI%3D1S%2FC20H23NO4%2Fc22-13-4-3-12-9-15-20%2824%296-5-14%2823%2918-19%2820%2C16%2812%2917%2813%2925-18%297-8-21%2815%2910-11-1-2-11%2Fh3-4%2C11%2C15%2C18%2C22%2C24H%2C1-2%2C5-10H2%2Ft15-%2C18%2B%2C19%3F%2C20-%2Fm0%2Fs1,0.0,,,5.0,7.0,4.0,25.0,6.0,,,6.0,11.0,2.45000004768372,4.0,2.61700010299683
InChI%3D1S%2FC12H11ClN2O5S%2Fc13-9-5-10%2815-6-7-2-1-3-20-7%298%2812%2816%2917%294-11%289%2921%2814%2C18%2919%2Fh1-5%2C15H%2C6H2%2C%28H%2C16%2C17%29%28H2%2C14%2C18%2C19%29,0.0,0.989826023578644,33.6077995300293,2.0,13.0,0.0,17.0,6.0,,-0.994899988174438,6.0,13.0,1.35000002384186,2.0,0.88400000333786
InChI%3D1S%2FC17H22N2O%2Fc1-17%2820-14-13-19%282%293%2C15-9-5-4-6-10-15%2916-11-7-8-12-18-16%2Fh4-12H%2C13-14H2%2C1-3H3%2Ft17-%2Fm0%2Fs1,0.0,,,3.0,8.0,2.0,17.0,6.0,,,6.0,9.0,2.23000001907349,1.0,1.24399995803833
InChI%3D1S%2FC23H27FN4O2%2Fc1-15-18%2823%2829%2928-10-3-2-4-21%2828%2925-15%299-13-27-11-7-16%288-12-27%2922-19-6-5-17%2824%2914-20%2819%2930-26-22%2Fh5-6%2C14%2C16H%2C2-4%2C7-13H2%2C1H3,0.0,,,2.0,9.0,0.0,14.0,6.0,,,6.0,11.0,1.78999996185303,0.0,2.42199993133545
InChI%3D1S%2FC19H21NO3%2Fc1-2-8-20-9-7-19-12-4-6-15%2822%2918%2819%2923-17-14%2821%295-3-11%2816%2817%2919%2910-13%2812%2920%2Fh2-6%2C12-13%2C15%2C18%2C21-22H%2C1%2C7-10H2%2Ft12-%2C13%2B%2C15%2B%2C18-%2C19%3F%2Fm1%2Fs1,0.0,,,3.0,18.0,3.0,39.0,6.0,,,6.0,27.0,3.10999989509583,2.0,
InChI%3D1S%2FC22H31NO3%2Fc1-23-14-12-17%2813-15-23%2920%2816-23%2926-21%2824%2922%2825%2C18-8-4-2-5-9-18%2919-10-6-3-7-11-19%2Fh2%2C4-5%2C8-9%2C17%2C20%2C25H%2C3%2C6-7%2C10-16H2%2C1H3%2Fq%2B2%2Ft17%3F%2C20-%2C22%3F%2C23%3F%2Fm0%2Fs1,0.0,6.38421297073364,93.1933975219727,5.0,6.0,2.0,58.0,6.0,,-2.52670001983643,6.0,29.0,3.44000005722046,5.0,2.92400002479553
InChI%3D1S%2FC12H14N5OS%2Fc1-7%2818%2915-9-4-2-3-8%285-9%2910-6-19-12%2816-10%2917-11%2813%2914%2Fh2-6%2C17H%2C13-14H2%2C1H3%2C%28H%2C15%2C18%29,0.0,,,4.0,12.0,2.0,36.0,6.0,,,6.0,20.0,2.00999999046326,4.0,-0.156000003218651
InChI%3D1S%2FC17H19ClN2S%2Fc1-19%282%2910-5-11-20-14-6-3-4-7-16%2814%2921-17-9-8-13%2818%2912-15%2817%2920%2Fh3-4%2C6-9%2C12H%2C5%2C10-11H2%2C1-2H3,0.0,3.7834141254425,101.257499694824,6.0,13.0,3.0,40.0,12.0,,1.94509994983673,12.0,23.0,2.89000010490417,4.0,3.02600002288818
